귀소일자,지역명,현장소방서거리,현장안전센터거리,최대풍속,온도,습도,전체인력수합계,,,,,,,,,,,,,,
20140116,강원도 평창군,18,18,5.8,6,50,136,,,,,,,,,,,,,,
20140422,강원도 양구군,15,6,6,18,70,136,,,,,,,,,,,,,,
20140509,강원도 강릉시,35,25,11.8,12,25,136,,,,,,,,,,,,,,
20200503,강원도 횡성군,18,17,8.7,26,53,134,,,,,,,,,,,,,,
20220204,강원도 원주시,23,23,5.8,-3,27,134,,,,,,,,,,,,,,
20200623,강원도 원주시,10,10,7.1,28,59,133,,,,,,,,,,,,,,
20200430,강원도 인제군,25,9,6.6,23,33,133,,,,,,,,,,,,,,
20200405,강원도 인제군,20,18,9.5,15,14,133,,,,,,,,,,,,,,
20140514,강원도 춘천시,55,14,6.5,23,30,133,,,,,,,,,,,,,,
20180219,강원도 화천군,28,7,5,6,28,133,,,,,,,,,,,,,,
20140421,강원도 화천군,25,6,6,21,29,133,,,,,,,,,,,,,,
20170115,강원도 화천군,14,5,5.5,-4,37,133,,,,,,,,,,,,,,
20191205,강원도 양양군,33,7,6.9,-4,28,133,,,,,,,,,,,,,,
20220421,강원도 홍천군,33,31,7.1,18,31,132,,,,,,,,,,,,,,
20170319,강원도 인제군,6,6,6.6,18,10,132,,,,,,,,,,,,,,
20160518,강원도 횡성군,8,8,4.9,27,28,132,,,,,,,,,,,,,,
20210514,강원도 화천군,26,14,7.8,24,58,131,,,,,,,,,,,,,,
20210514,강원도 평창군,26,14,7.3,24,58,131,,,,,,,,,,,,,,
20150517,강원도 인제군,53,41,5.1,21,22,131,,,,,,,,,,,,,,
20140417,강원도 철원군,2,2,6,9,96,131,,,,,,,,,,,,,,
20130605,강원도 홍천군,7,7,3.5,15,91,131,,,,,,,,,,,,,,
20180805,강원도 양구군,30,31,7.5,27,71,131,,,,,,,,,,,,,,
20150604,강원도 평창군,32,31,6.7,25,19,131,,,,,,,,,,,,,,
20171120,강원도 양양군,19,19,7.6,4,26,130,,,,,,,,,,,,,,
20170112,강원도 화천군,12,10,8.6,4,19,129,,,,,,,,,,,,,,
20140324,강원도 양양군,24,24,8.1,16,0,128,,,,,,,,,,,,,,
20200410,강원도 양양군,46,7,9.5,7,30,128,,,,,,,,,,,,,,
20150310,강원도 양양군,50,5,6.1,-3,21,128,,,,,,,,,,,,,,
20190418,강원도 강릉시,12,12,7.6,24,11,128,,,,,,,,,,,,,,
20150502,강원도 강릉시,19,19,6.8,29,35,128,,,,,,,,,,,,,,
20140510,강원도 화천군,22,22,7.8,27,21,128,,,,,,,,,,,,,,
20191231,강원도 고성군,6,8,9.5,-3,36,128,,,,,,,,,,,,,,
20120210,강원도 춘천시,8,8,8.6,1,33,127,,,,,,,,,,,,,,
20170316,강원도 양양군,17,3,6.6,12,14,127,,,,,,,,,,,,,,
20220114,강원도 삼척시,17,17,4.2,-7,51,127,,,,,,,,,,,,,,
20220219,강원도 원주시,7,7,5.8,-1,43,127,,,,,,,,,,,,,,
20220602,강원도 인제군,27,9,5.1,15,41,126,,,,,,,,,,,,,,
20220417,강원도 영월군,15,15,7.1,19,18,126,,,,,,,,,,,,,,
20210427,강원도 횡성군,19,19,7.8,18,37,126,,,,,,,,,,,,,,
20210427,강원도 춘천시,19,19,7.8,17,366,126,,,,,,,,,,,,,,
20151104,강원도 횡성군,44,8,5,8,45,126,,,,,,,,,,,,,,
20210425,강원도 강릉시,24,8,5.3,20,31,126,,,,,,,,,,,,,,
20210425,강원도 고성군,24,7,5.3,20,31,126,,,,,,,,,,,,,,
20120506,강원도 춘천시,45,15,13.1,19,15,125,,,,,,,,,,,,,,
20170505,강원도 춘천시,13,13,6.3,20,55,125,,,,,,,,,,,,,,
20220308,강원도 횡성군,21,21,7.3,10,36,124,,,,,,,,,,,,,,
20150604,강원도 평창군,7,14,6.9,29,11,124,,,,,,,,,,,,,,
20150302,강원도 강릉시,14,4,8.1,8,54,124,,,,,,,,,,,,,,
20140615,강원도 강릉시,18,18,6.2,28,20,124,,,,,,,,,,,,,,
20200410,강원도 홍천군,23,6,7.1,11,38,124,,,,,,,,,,,,,,
20150110,강원도 양구군,29,27,7.7,0,0,124,,,,,,,,,,,,,,
20220410,강원도 홍천군,10,10,7.8,23,24,123,,,,,,,,,,,,,,
20160130,강원도 강릉시,47,16,5.6,0,0,123,,,,,,,,,,,,,,
20160329,강원도 동해시,8,8,6.4,17,37,123,,,,,,,,,,,,,,
20190523,강원도 삼척시,34,15,5.5,26,20,123,,,,,,,,,,,,,,
20170520,강원도 화천군,29,22,6.3,28,30,123,,,,,,,,,,,,,,
20140425,강원도 화천군,36,10,6,23,25,123,,,,,,,,,,,,,,
20201108,강원도 횡성군,14,10,8.9,9,41,123,,,,,,,,,,,,,,
20170519,강원도 홍천군,31,29,11,25,35,123,,,,,,,,,,,,,,
20140920,강원도 영월군,48,16,3.1,25,0,122,,,,,,,,,,,,,,
20160223,강원도 철원군,57,7,6.5,5,28,122,,,,,,,,,,,,,,
20170116,강원도 인제군,19,34,5.9,5,37,121,,,,,,,,,,,,,,
20190511,강원도 홍천군,37,22,9.5,26,24,120,,,,,,,,,,,,,,
20190502,강원도 홍천군,19,4,8,24,20,120,,,,,,,,,,,,,,
20190404,강원도 횡성군,32,11,4.8,18,24,120,,,,,,,,,,,,,,
20150521,강원도 평창군,5,31,6.8,27,26,120,,,,,,,,,,,,,,
20190422,강원도 동해시,46,18,10.4,27,50,119,,,,,,,,,,,,,,
20141104,강원도 삼척시,9,13,8.1,0,0,119,,,,,,,,,,,,,,
20150603,강원도 춘천시,42,20,6.9,26,25,119,,,,,,,,,,,,,,
20170622,강원도 화천군,12,12,5.1,27,53,119,,,,,,,,,,,,,,
20160126,강원도 홍천군,26,19,5.4,5,17,119,,,,,,,,,,,,,,
20140421,강원도 원주시,14,13,11.3,16,31,119,,,,,,,,,,,,,,
20150601,강원도 원주시,35,25,3.5,11,98,118,,,,,,,,,,,,,,
20130306,강원도 홍천군,29,15,4.2,11,54,118,,,,,,,,,,,,,,
20201225,강원도 삼척시,3,3,6.1,-5,47,118,,,,,,,,,,,,,,
20220224,강원도 평창군,11,8,8.2,6,24,118,,,,,,,,,,,,,,
20170304,강원도 춘천시,34,40,7.1,1,84,117,,,,,,,,,,,,,,
20150322,강원도 원주시,35,8,8.1,7,30,117,,,,,,,,,,,,,,
20160409,강원도 춘천시,8,9,5.8,24,30,117,,,,,,,,,,,,,,
20110314,강원도 인제군,9,9,6.5,4,67,116,,,,,,,,,,,,,,
20220211,강원도 철원군,5,5,8.6,10,23,116,,,,,,,,,,,,,,
20190313,강원도 원주시,30,18,10.6,6,28,116,,,,,,,,,,,,,,
20120420,강원도 화천군,26,26,5.8,12,71,115,,,,,,,,,,,,,,
20150616,강원도 고성군,25,14,6.5,30,0,115,,,,,,,,,,,,,,
20140422,강원도 인제군,19,19,6,23,13,115,,,,,,,,,,,,,,
20160318,강원도 정선군,15,7,6.4,0,0,115,,,,,,,,,,,,,,
20181004,강원도 화천군,15,15,8.6,22,51,115,,,,,,,,,,,,,,
20170221,강원도 강릉시,12,12,9.7,5,35,115,,,,,,,,,,,,,,
20140413,강원도 강릉시,20,20,13.4,0,0,114,,,,,,,,,,,,,,
20170319,강원도 양구군,7,6,6.6,8,44,114,,,,,,,,,,,,,,
20151006,강원도 홍천군,1,1,5.6,25,29,114,,,,,,,,,,,,,,
20200308,강원도 평창군,25,25,9.3,16,21,113,,,,,,,,,,,,,,
20171116,강원도 양구군,35,11,7,6,32,113,,,,,,,,,,,,,,
20150325,강원도 양구군,20,7,6.5,13,9,113,,,,,,,,,,,,,,
20170603,강원도 영월군,18,20,5.5,15,47,113,,,,,,,,,,,,,,
20160306,강원도 강릉시,15,15,5.3,13,24,113,,,,,,,,,,,,,,
20150610,강원도 강릉시,12,12,5.9,33,16,113,,,,,,,,,,,,,,
20120228,강원도 평창군,63,18,6.6,6,48,113,,,,,,,,,,,,,,
20200502,강원도 횡성군,14,14,13.1,28,37,112,,,,,,,,,,,,,,
20120401,강원도 강릉시,14,11,8.8,8,24,112,,,,,,,,,,,,,,
20200424,강원도 춘천시,5,5,9.5,13,41,112,,,,,,,,,,,,,,
20160221,강원도 춘천시,27,10,5.5,-4,63,112,,,,,,,,,,,,,,
20140424,강원도 강릉시,35,10,6,16,70,112,,,,,,,,,,,,,,
20111228,강원도 강릉시,8,8,5,-10,73,111,,,,,,,,,,,,,,
20171116,강원도 정선군,6,4,7.6,2,31,111,,,,,,,,,,,,,,
20150330,강원도 원주시,21,6,8.1,19,28,111,,,,,,,,,,,,,,
20110414,강원도 홍천군,10,8,6.7,5,59,111,,,,,,,,,,,,,,
20220521,강원도 양양군,28,13,4.9,24,51,111,,,,,,,,,,,,,,
20170410,강원도 영월군,13,12,6.2,21,15,111,,,,,,,,,,,,,,
20160608,강원도 홍천군,46,11,8.8,0,0,110,,,,,,,,,,,,,,
20200403,강원도 삼척시,32,32,7.1,18,43,110,,,,,,,,,,,,,,
20170228,강원도 강릉시,39,14,8.4,0,0,110,,,,,,,,,,,,,,
20160210,강원도 평창군,30,25,6.5,6,28,110,,,,,,,,,,,,,,
20140412,강원도 횡성군,55,14,6,12,0,110,,,,,,,,,,,,,,
20210506,강원도 철원군,26,22,11.2,16,54,110,,,,,,,,,,,,,,
20210506,강원도 평창군,26,22,11.2,15,54,110,,,,,,,,,,,,,,
20161114,강원도 인제군,34,25,6,18,10,110,,,,,,,,,,,,,,
20210407,강원도 삼척시,32,3,9.1,19,24,109,,,,,,,,,,,,,,
20220509,강원도 횡성군,47,11,7.3,15,35,109,,,,,,,,,,,,,,
20141030,강원도 화천군,20,20,11,19,33,109,,,,,,,,,,,,,,
20140417,강원도 화천군,4,4,6,14,93,109,,,,,,,,,,,,,,
20160515,강원도 삼척시,33,9,7.5,23,50,109,,,,,,,,,,,,,,
20180624,강원도 횡성군,60,20,8.6,32,10,109,,,,,,,,,,,,,,
20150427,강원도 화천군,36,6,9.1,21,43,109,,,,,,,,,,,,,,
20170619,강원도 춘천시,36,7,7.3,20,72,108,,,,,,,,,,,,,,
20200224,강원도 춘천시,28,22,8.6,10,45,108,,,,,,,,,,,,,,
20200209,강원도 인제군,30,13,7.6,-1,43,108,,,,,,,,,,,,,,
20111227,강원도 철원군,49,13,8.7,0,0,108,,,,,,,,,,,,,,
20180803,강원도 강릉시,18,12,5.7,37,59,107,,,,,,,,,,,,,,
20140227,강원도 춘천시,16,7,6.4,12,490,107,,,,,,,,,,,,,,
20140307,강원도 홍천군,16,16,9.3,5,13,107,,,,,,,,,,,,,,
20190312,강원도 철원군,7,7,8.4,5,75,107,,,,,,,,,,,,,,
20160514,강원도 고성군,34,14,7.5,27,14,107,,,,,,,,,,,,,,
20170509,강원도 화천군,7,2,6.3,16,30,107,,,,,,,,,,,,,,
20170404,강원도 춘천시,19,12,8.1,19,33,107,,,,,,,,,,,,,,
20150508,강원도 인제군,0,0,8.6,19,0,107,,,,,,,,,,,,,,
20190823,강원도 정선군,33,33,6.1,27,60,106,,,,,,,,,,,,,,
20180815,강원도 횡성군,26,13,10.5,32,79,106,,,,,,,,,,,,,,
20210226,강원도 고성군,21,0,5.1,10,35,106,,,,,,,,,,,,,,
20210226,강원도 인제군,20,0,8.3,10,35,106,,,,,,,,,,,,,,
20120420,강원도 홍천군,31,5,8.8,19,40,106,,,,,,,,,,,,,,
20150201,강원도 인제군,17,7,6.5,0,0,106,,,,,,,,,,,,,,
20140531,강원도 인제군,19,19,5.6,33,22,105,,,,,,,,,,,,,,
20201104,강원도 화천군,13,2,7.3,6,23,105,,,,,,,,,,,,,,
20150511,강원도 화천군,40,13,7.5,21,41,105,,,,,,,,,,,,,,
20170222,강원도 춘천시,11,19,9.7,4,42,105,,,,,,,,,,,,,,
20201202,강원도 홍천군,17,8,5,-1,50,104,,,,,,,,,,,,,,
20140327,강원도 횡성군,47,26,6.4,22,19,104,,,,,,,,,,,,,,
20130516,강원도 횡성군,66,6,8.7,11,78,104,,,,,,,,,,,,,,
20220415,강원도 춘천시,18,4,7.1,17,28,104,,,,,,,,,,,,,,
20180413,강원도 평창군,37,15,8.7,18,17,104,,,,,,,,,,,,,,
20180212,강원도 원주시,15,0,8.6,-3,37,103,,,,,,,,,,,,,,
20140401,강원도 철원군,18,18,5.6,22,23,103,,,,,,,,,,,,,,
20170428,강원도 춘천시,77,43,7.9,17,32,103,,,,,,,,,,,,,,
20160204,강원도 춘천시,3,7,6.5,5,29,103,,,,,,,,,,,,,,
20220525,강원도 정선군,22,17,4.9,14,97,103,,,,,,,,,,,,,,
20160223,강원도 철원군,29,20,6.5,3,27,103,,,,,,,,,,,,,,
20210430,강원도 강릉시,61,24,9.5,6,95,103,,,,,,,,,,,,,,
20210430,강원도 화천군,61,24,9.5,6,95,103,,,,,,,,,,,,,,
20130508,강원도 강릉시,18,12,5.2,24,32,102,,,,,,,,,,,,,,
20110324,강원도 평창군,46,6,6.5,4,47,102,,,,,,,,,,,,,,
20140420,강원도 양구군,47,38,9.5,21,36,102,,,,,,,,,,,,,,
20150507,강원도 홍천군,12,10,6.8,23,33,102,,,,,,,,,,,,,,
20201206,강원도 고성군,32,32,6.1,-5,63,102,,,,,,,,,,,,,,
20190511,강원도 강릉시,36,12,5.5,23,21,102,,,,,,,,,,,,,,
20210409,강원도 홍천군,27,12,5.3,18,32,102,,,,,,,,,,,,,,
20190129,강원도 양구군,26,16,5.8,4,23,101,,,,,,,,,,,,,,
20170314,강원도 인제군,55,17,8.4,10,41,101,,,,,,,,,,,,,,
20170503,강원도 홍천군,8,8,7.3,26,24,101,,,,,,,,,,,,,,
20151101,강원도 양구군,65,31,7.9,10,34,101,,,,,,,,,,,,,,
20170413,강원도 강릉시,17,12,7.2,14,23,101,,,,,,,,,,,,,,
20200123,강원도 횡성군,22,7,11.6,9,40,100,,,,,,,,,,,,,,
20190130,강원도 강릉시,7,7,5.5,6,38,100,,,,,,,,,,,,,,
20180201,강원도 양양군,39,5,6.7,-1,40,100,,,,,,,,,,,,,,
20180420,강원도 강릉시,75,20,6.7,26,16,100,,,,,,,,,,,,,,
20140305,강원도 고성군,33,13,8.3,6,22,100,,,,,,,,,,,,,,
20170502,강원도 화천군,33,28,6.3,26,36,100,,,,,,,,,,,,,,
20160104,강원도 고성군,13,6,5.4,20,29,100,,,,,,,,,,,,,,
20150308,강원도 양구군,6,7,8,12,51,100,,,,,,,,,,,,,,
20150925,강원도 원주시,28,18,4.9,22,61,99,,,,,,,,,,,,,,
20170330,강원도 강릉시,11,11,6.7,18,20,99,,,,,,,,,,,,,,
20150325,강원도 춘천시,9,1,5.2,11,44,99,,,,,,,,,,,,,,
20130506,강원도 춘천시,6,6,3.8,24,30,98,,,,,,,,,,,,,,
20181201,강원도 철원군,19,16,6.4,10,33,98,,,,,,,,,,,,,,
20170501,강원도 춘천시,8,8,8.4,24,14,98,,,,,,,,,,,,,,
20120629,강원도 고성군,30,12,6.5,23,50,98,,,,,,,,,,,,,,
20210401,강원도 춘천시,12,12,7.8,20,13,98,,,,,,,,,,,,,,
20210401,강원도 양양군,12,12,7.8,20,13,98,,,,,,,,,,,,,,
20161125,강원도 원주시,4,4,4.6,4,25,97,,,,,,,,,,,,,,
20201029,강원도 홍천군,36,6,4.2,17,19,97,,,,,,,,,,,,,,
20221205,강원도 홍천군,21,5,7.5,4,30,97,,,,,,,,,,,,,,
20180403,강원도 화천군,11,11,6.8,17,82,96,,,,,,,,,,,,,,
20150523,강원도 영월군,7,7,5.6,26,20,96,,,,,,,,,,,,,,
20160411,강원도 원주시,10,8,7.2,0,0,96,,,,,,,,,,,,,,
20180428,강원도 홍천군,51,15,6.6,24,24,96,,,,,,,,,,,,,,
20200408,강원도 원주시,8,9,7.1,10,23,96,,,,,,,,,,,,,,
20150226,강원도 춘천시,8,6,6.4,6,30,96,,,,,,,,,,,,,,
20190407,강원도 철원군,31,31,7.6,16,44,96,,,,,,,,,,,,,,
20200315,강원도 횡성군,6,7,11.3,6,48,96,,,,,,,,,,,,,,
20210508,강원도 화천군,38,25,8.8,15,59,95,,,,,,,,,,,,,,
20210508,강원도 횡성군,37,24,8.7,14,59,95,,,,,,,,,,,,,,
20190304,강원도 춘천시,8,7,10.6,16,28,95,,,,,,,,,,,,,,
20120622,강원도 동해시,15,15,5.2,27,57,95,,,,,,,,,,,,,,
20140310,강원도 정선군,40,5,10.6,5,0,95,,,,,,,,,,,,,,
20151102,강원도 정선군,47,31,5.3,2,73,95,,,,,,,,,,,,,,
20150611,강원도 인제군,25,25,6.7,32,19,95,,,,,,,,,,,,,,
20170521,강원도 화천군,37,20,8.4,25,30,95,,,,,,,,,,,,,,
20171202,강원도 양구군,25,8,5.9,2,56,95,,,,,,,,,,,,,,
20160406,강원도 영월군,38,21,6,18,20,95,,,,,,,,,,,,,,
20140311,강원도 춘천시,33,33,6.7,4,38,95,,,,,,,,,,,,,,
20130311,강원도 강릉시,57,13,4.2,8,44,95,,,,,,,,,,,,,,
20140526,강원도 철원군,20,20,11.8,32,34,95,,,,,,,,,,,,,,
20170508,강원도 춘천시,11,11,6.1,24,32,94,,,,,,,,,,,,,,
20140504,강원도 정선군,9,9,8.7,16,28,94,,,,,,,,,,,,,,
20180801,강원도 춘천시,36,15,10.3,35,66,94,,,,,,,,,,,,,,
20140424,강원도 화천군,22,16,6,26,19,94,,,,,,,,,,,,,,
20220103,강원도 고성군,24,24,6.4,-2,35,94,,,,,,,,,,,,,,
20170322,강원도 영월군,3,3,6.6,13,17,94,,,,,,,,,,,,,,
20110212,강원도 횡성군,20,20,5.3,-6,44,94,,,,,,,,,,,,,,
20180208,강원도 강릉시,62,23,7.5,2,22,94,,,,,,,,,,,,,,
20110409,강원도 철원군,48,17,6.7,18,16,94,,,,,,,,,,,,,,
20130430,강원도 춘천시,18,18,7.1,23,53,94,,,,,,,,,,,,,,
20160401,강원도 원주시,5,5,8.1,18,45,93,,,,,,,,,,,,,,
20130504,강원도 원주시,4,4,11.9,18,39,93,,,,,,,,,,,,,,
20120530,강원도 화천군,35,35,6.9,15,84,93,,,,,,,,,,,,,,
20170507,강원도 원주시,63,68,8.4,20,23,93,,,,,,,,,,,,,,
20190125,강원도 철원군,14,8,4.6,4,19,93,,,,,,,,,,,,,,
20210120,강원도 철원군,14,10,7.9,6,31,92,,,,,,,,,,,,,,
20210120,강원도 철원군,14,10,5.1,6,31,92,,,,,,,,,,,,,,
20220212,강원도 화천군,50,6,8.9,1,57,92,,,,,,,,,,,,,,
20150428,강원도 화천군,29,7,6,23,23,92,,,,,,,,,,,,,,
20160316,강원도 횡성군,4,4,6.4,10,26,92,,,,,,,,,,,,,,
20141209,강원도 양구군,23,6,9.5,5,0,92,,,,,,,,,,,,,,
20120424,강원도 평창군,15,7,10.6,23,37,92,,,,,,,,,,,,,,
20190119,강원도 양구군,16,17,8.1,2,56,92,,,,,,,,,,,,,,
20171116,강원도 양구군,17,17,8.6,5,18,91,,,,,,,,,,,,,,
20220312,강원도 영월군,19,12,9.1,9,50,91,,,,,,,,,,,,,,
20130327,강원도 양구군,20,7,4.2,15,13,91,,,,,,,,,,,,,,
20181122,강원도 평창군,17,6,6.7,4,0,91,,,,,,,,,,,,,,
20140426,강원도 홍천군,36,10,6,25,60,91,,,,,,,,,,,,,,
20151102,강원도 철원군,14,2,7.7,16,27,91,,,,,,,,,,,,,,
20150510,강원도 양구군,26,24,8.6,8,0,91,,,,,,,,,,,,,,
20220512,강원도 화천군,21,8,5.5,21,60,90,,,,,,,,,,,,,,
20190126,강원도 원주시,21,21,9.8,1,16,90,,,,,,,,,,,,,,
20160226,강원도 화천군,32,10,6.5,6,0,90,,,,,,,,,,,,,,
20190110,강원도 홍천군,15,6,5.3,5,19,90,,,,,,,,,,,,,,
20180314,강원도 고성군,6,2,8.8,20,42,89,,,,,,,,,,,,,,
20170526,강원도 춘천시,17,9,8.4,20,32,89,,,,,,,,,,,,,,
20170312,강원도 철원군,12,10,6.6,8,18,89,,,,,,,,,,,,,,
20130825,강원도 삼척시,22,19,3.6,22,86,89,,,,,,,,,,,,,,
20170502,강원도 양구군,31,10,6.3,26,29,89,,,,,,,,,,,,,,
20170423,강원도 삼척시,51,9,7.2,19,20,89,,,,,,,,,,,,,,
20170501,강원도 화천군,10,4,9.5,19,65,89,,,,,,,,,,,,,,
20150605,강원도 화천군,7,7,10.1,18,65,89,,,,,,,,,,,,,,
20160606,강원도 양구군,25,10,7.5,21,67,89,,,,,,,,,,,,,,
20150531,강원도 강릉시,68,31,8.7,27,0,88,,,,,,,,,,,,,,
20130419,강원도 원주시,18,2,9.7,11,18,88,,,,,,,,,,,,,,
20110318,강원도 삼척시,6,6,7.8,9,21,88,,,,,,,,,,,,,,
20221127,강원도 삼척시,36,9,9.6,5,25,88,,,,,,,,,,,,,,
20120620,강원도 삼척시,21,21,6,22,69,88,,,,,,,,,,,,,,
20150201,강원도 정선군,68,71,6.6,3,34,88,,,,,,,,,,,,,,
20140413,강원도 정선군,18,18,6.2,16,30,88,,,,,,,,,,,,,,
20170604,강원도 정선군,10,10,5.5,22,27,88,,,,,,,,,,,,,,
20200415,강원도 고성군,35,12,7.1,7,55,88,,,,,,,,,,,,,,
20220515,강원도 고성군,20,20,8.4,20,21,87,,,,,,,,,,,,,,
20200613,강원도 양양군,8,8,7.9,34,25,87,,,,,,,,,,,,,,
20190227,강원도 원주시,15,10,5.9,13,34,87,,,,,,,,,,,,,,
20140424,강원도 춘천시,30,10,6,23,18,87,,,,,,,,,,,,,,
20201013,강원도 양구군,17,17,9.8,18,51,86,,,,,,,,,,,,,,
20200315,강원도 춘천시,49,29,8.1,9,19,86,,,,,,,,,,,,,,
20190227,강원도 인제군,30,9,8.7,8,50,86,,,,,,,,,,,,,,
20150325,강원도 평창군,31,19,8.1,5,41,86,,,,,,,,,,,,,,
20220518,강원도 인제군,17,12,4.9,10,88,86,,,,,,,,,,,,,,
20221001,강원도 화천군,6,6,8.3,29,22,86,,,,,,,,,,,,,,
20200324,강원도 고성군,14,14,6.4,18,16,85,,,,,,,,,,,,,,
20171130,강원도 인제군,8,8,10.8,1,26,85,,,,,,,,,,,,,,
20170503,강원도 강릉시,6,6,11.2,29,11,85,,,,,,,,,,,,,,
20111121,강원도 화천군,72,12,5.5,-1,29,85,,,,,,,,,,,,,,
20190328,강원도 정선군,21,7,8.4,15,23,85,,,,,,,,,,,,,,
20120415,강원도 홍천군,40,10,6.6,18,30,85,,,,,,,,,,,,,,
20140602,강원도 춘천시,27,27,7.4,22,98,84,,,,,,,,,,,,,,
